bug_type,qualifier,severity,line,column,procedure,procedure_start_line,file,bug_trace,key,hash,bug_type_hum,error_code_line,sequence,API_name,is_pythonCAPI,node_key,is_sqlCAPI
UNINITIALIZED_VALUE,The value read from fd was never initialized.,ERROR,27223,7,robust_open,27203,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 27223, 'column_number': 7, 'description': ''}]",sqlite3.c|robust_open|UNINITIALIZED_VALUE,0009e98b27d09c4cd3dac5b1dd7bb362,Uninitialized Value,"  27223.   if( fd>=0 ){
",11,if,0,,0
UNINITIALIZED_VALUE,The value read from fd was never initialized.,ERROR,27237,3,robust_open,27203,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 27237, 'column_number': 3, 'description': ''}]",sqlite3.c|robust_open|UNINITIALIZED_VALUE,0009e98b27d09c4cd3dac5b1dd7bb362,Uninitialized Value,"  27237.   return fd;
",12,,-1,,0
UNINITIALIZED_VALUE,The value read from result.pDirty was never initialized.,ERROR,40989,3,pcacheMergeDirtyList,40968,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 40989, 'column_number': 3, 'description': ''}]",sqlite3.c|pcacheMergeDirtyList|UNINITIALIZED_VALUE,699a48cf5aac7930e01346ab2f584650,Uninitialized Value,"  40989.   return result.pDirty;
",13,,-1,,0
UNINITIALIZED_VALUE,The value read from head.pRight was never initialized.,ERROR,42619,3,rowSetEntryMerge,42589,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 42619, 'column_number': 3, 'description': ''}]",sqlite3.c|rowSetEntryMerge|UNINITIALIZED_VALUE,da855093bc0f8c5f5338a932bd638447,Uninitialized Value,"  42619.   return head.pRight;
",14,,-1,,0
NULL_DEREFERENCE,"pointer `pLast` last assigned on line 53101 could be null and is dereferenced by call to `walWriteOneFrame()` at line 53213, column 14.",ERROR,53213,14,sqlite3WalFrames,53090,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 53090, 'column_number': 1, 'description': 'start of procedure sqlite3WalFrames()'}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53101, 'column_number': 3, 'description': ''}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53102, 'column_number': 3, 'description': ''}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53107, 'column_number': 3, 'description': ''}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53108, 'column_number': 3, 'description': ''}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53112, 'column_number': 3, 'description': ''}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53124, 'column_number': 7, 'description': 'Taking false branch'}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53132, 'column_number': 3, 'description': ''}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53133, 'column_number': 7, 'description': 'Taking false branch'}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53171, 'column_number': 3, 'description': ''}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53174, 'column_number': 3, 'description': ''}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53175, 'column_number': 3, 'description': ''}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53176, 'column_number': 3, 'description': ''}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53177, 'column_number': 3, 'description': ''}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53178, 'column_number': 3, 'description': ''}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53179, 'column_number': 3, 'description': ''}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53180, 'column_number': 3, 'description': ''}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53183, 'column_number': 7, 'description': ''}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53183, 'column_number': 16, 'description': 'Loop condition is false. Leaving loop'}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53208, 'column_number': 7, 'description': 'Taking true branch'}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53208, 'column_number': 19, 'description': 'Taking true branch'}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53209, 'column_number': 9, 'description': 'Taking true branch'}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53210, 'column_number': 7, 'description': ''}, {'level': 1, 'filename': 'sqlite3.c', 'line_number': 45590, 'column_number': 1, 'description': 'start of procedure sqlite3SectorSize()'}, {'level': 1, 'filename': 'sqlite3.c', 'line_number': 45591, 'column_number': 3, 'description': ''}, {'level': 2, 'filename': 'sqlite3.c', 'line_number': 17357, 'column_number': 1, 'description': 'start of procedure sqlite3OsSectorSize()'}, {'level': 2, 'filename': 'sqlite3.c', 'line_number': 17358, 'column_number': 3, 'description': ''}, {'level': 2, 'filename': 'sqlite3.c', 'line_number': 17359, 'column_number': 11, 'description': 'Condition is false'}, {'level': 2, 'filename': 'sqlite3.c', 'line_number': 17359, 'column_number': 3, 'description': ''}, {'level': 2, 'filename': 'sqlite3.c', 'line_number': 17360, 'column_number': 1, 'description': 'return from a call to sqlite3OsSectorSize'}, {'level': 1, 'filename': 'sqlite3.c', 'line_number': 45592, 'column_number': 7, 'description': 'Taking false branch'}, {'level': 1, 'filename': 'sqlite3.c', 'line_number': 45594, 'column_number': 13, 'description': 'Taking false branch'}, {'level': 1, 'filename': 'sqlite3.c', 'line_number': 45598, 'column_number': 3, 'description': ''}, {'level': 1, 'filename': 'sqlite3.c', 'line_number': 45599, 'column_number': 1, 'description': 'return from a call to sqlite3SectorSize'}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53211, 'column_number': 7, 'description': ''}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53212, 'column_number': 14, 'description': 'Loop condition is true. Entering loop body'}, {'level': 0, 'filename': 'sqlite3.c', 'line_number': 53213, 'column_number': 9, 'description': ''}]",sqlite3.c|sqlite3WalFrames|NULL_DEREFERENCE,9132b6614ed6a62c13c199a283f82afe,Null Dereference,"  53213.         rc = walWriteOneFrame(&w, pLast, nTruncate, iOffset);
",15,walWriteOneFrame,0,873265bc7d1914a4a20134278de07d22,0
UNINITIALIZED_VALUE,The value read from zDbHeader[_] was never initialized.,ERROR,56785,5,sqlite3BtreeOpen,56619,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 56785, 'column_number': 5, 'description': ''}]",sqlite3.c|sqlite3BtreeOpen|UNINITIALIZED_VALUE,78531a0de56b7194ce7bf17600473ace,Uninitialized Value,"  56785.     pBt->pageSize = (zDbHeader[16]<<8) | (zDbHeader[17]<<16);
",16,,-1,,0
UNINITIALIZED_VALUE,The value read from zDbHeader[_] was never initialized.,ERROR,56806,7,sqlite3BtreeOpen,56619,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 56806, 'column_number': 7, 'description': ''}]",sqlite3.c|sqlite3BtreeOpen|UNINITIALIZED_VALUE,78531a0de56b7194ce7bf17600473ace,Uninitialized Value,"  56806.       nReserve = zDbHeader[20];
",17,,-1,,0
UNINITIALIZED_VALUE,The value read from c was never initialized.,ERROR,59717,7,sqlite3BtreeMovetoUnpacked,59521,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 59717, 'column_number': 7, 'description': ''}]",sqlite3.c|sqlite3BtreeMovetoUnpacked|UNINITIALIZED_VALUE,15d65b7146dc1c6adf687fa9fb6d3094,Uninitialized Value,"  59717.       *pRes = c;
",18,,-1,,0
UNINITIALIZED_VALUE,The value read from aPgFlags[_] was never initialized.,ERROR,61916,7,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61916, 'column_number': 7, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,24a041821879120632fa567ba782cf60,Uninitialized Value,"  61916.       sqlite3PagerRekey(apNew[i]->pDbPage, pgno, aPgFlags[iBest]);
",19,PagerRekey,0,,0
UNINITIALIZED_VALUE,The value read from aPgOrder[_] was never initialized.,ERROR,61908,11,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61908, 'column_number': 11, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,e12f8f7d53a85fb0ff28b5531e52c10f,Uninitialized Value,"  61908.       if( aPgOrder[j]<aPgOrder[iBest] ) iBest = j;
",20,if,0,,0
UNINITIALIZED_VALUE,The value read from aPgOrder[_] was never initialized.,ERROR,61910,5,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61910, 'column_number': 5, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,e12f8f7d53a85fb0ff28b5531e52c10f,Uninitialized Value,"  61910.     pgno = aPgOrder[iBest];
",21,,-1,,0
UNINITIALIZED_VALUE,The value read from aPgno[_] was never initialized.,ERROR,61988,11,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61988, 'column_number': 11, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,0cf46d07777ac58a276acd013e474b56,Uninitialized Value,"  61988.        || pNew->pgno!=aPgno[iOld]
",22,,-1,,0
UNINITIALIZED_VALUE,The value read from apNew[_] was never initialized.,ERROR,61962,5,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61962, 'column_number': 5, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,bdfa95ce90f460e002809f32f303bbf3,Uninitialized Value,"  61962.     MemPage *pNew = apNew[0];
",23,,-1,,0
UNINITIALIZED_VALUE,The value read from apNew[_] was never initialized.,ERROR,61972,25,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61972, 'column_number': 25, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,bdfa95ce90f460e002809f32f303bbf3,Uninitialized Value,"  61972.         MemPage *pOld = (++iOld)<nNew ? apNew[iOld] : apOld[iOld];
",24,,-1,,0
UNINITIALIZED_VALUE,The value read from apNew[_] was never initialized.,ERROR,61977,9,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61977, 'column_number': 9, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,bdfa95ce90f460e002809f32f303bbf3,Uninitialized Value,"  61977.         pNew = apNew[++iNew];
",25,,-1,,0
UNINITIALIZED_VALUE,The value read from apNew[_] was never initialized.,ERROR,62008,5,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 62008, 'column_number': 5, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,bdfa95ce90f460e002809f32f303bbf3,Uninitialized Value,"  62008.     MemPage *pNew = apNew[i];
",26,,-1,,0
UNINITIALIZED_VALUE,The value read from apOld[_] was never initialized.,ERROR,61625,3,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61625, 'column_number': 3, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,e5d9adfb96f5d3177200be3664de158e,Uninitialized Value,"  61625.   b.pRef = apOld[0];
",27,,-1,,0
UNINITIALIZED_VALUE,The value read from apOld[_] was never initialized.,ERROR,61629,5,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61629, 'column_number': 5, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,e5d9adfb96f5d3177200be3664de158e,Uninitialized Value,"  61629.     MemPage *pOld = apOld[i];
",28,,-1,,0
UNINITIALIZED_VALUE,The value read from apOld[_] was never initialized.,ERROR,61737,5,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61737, 'column_number': 5, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,e5d9adfb96f5d3177200be3664de158e,Uninitialized Value,"  61737.     MemPage *p = apOld[i];
",29,,-1,,0
UNINITIALIZED_VALUE,The value read from apOld[_] was never initialized.,ERROR,61852,14,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61852, 'column_number': 14, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,e5d9adfb96f5d3177200be3664de158e,Uninitialized Value,"  61852.       pNew = apNew[i] = apOld[i];
",30,,-1,,0
UNINITIALIZED_VALUE,The value read from apOld[_] was never initialized.,ERROR,61972,25,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61972, 'column_number': 25, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,e5d9adfb96f5d3177200be3664de158e,Uninitialized Value,"  61972.         MemPage *pOld = (++iOld)<nNew ? apNew[iOld] : apOld[iOld];
",31,,-1,,0
UNINITIALIZED_VALUE,The value read from cntNew[_] was never initialized.,ERROR,61758,13,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61758, 'column_number': 13, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,24fc9a21e44fb9be0e791700c9639bcf,Uninitialized Value,"  61758.         if( cntNew[i]<b.nCell ){
",32,if,0,,0
UNINITIALIZED_VALUE,The value read from cntNew[_] was never initialized.,ERROR,61759,20,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61759, 'column_number': 20, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,24fc9a21e44fb9be0e791700c9639bcf,Uninitialized Value,"  61759.           sz = 2 + cachedCellSize(&b, cntNew[i]);
",33,cachedCellSize,0,,0
UNINITIALIZED_VALUE,The value read from cntNew[_] was never initialized.,ERROR,61765,7,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61765, 'column_number': 7, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,24fc9a21e44fb9be0e791700c9639bcf,Uninitialized Value,"  61765.       cntNew[i]--;
",34,,-1,,0
UNINITIALIZED_VALUE,The value read from cntNew[_] was never initialized.,ERROR,61767,12,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61767, 'column_number': 12, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,24fc9a21e44fb9be0e791700c9639bcf,Uninitialized Value,"  61767.     while( cntNew[i]<b.nCell ){
",35,while,0,,0
UNINITIALIZED_VALUE,The value read from cntNew[_] was never initialized.,ERROR,61768,16,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61768, 'column_number': 16, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,24fc9a21e44fb9be0e791700c9639bcf,Uninitialized Value,"  61768.       sz = 2 + cachedCellSize(&b, cntNew[i]);
",36,cachedCellSize,0,,0
UNINITIALIZED_VALUE,The value read from cntNew[_] was never initialized.,ERROR,61771,7,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61771, 'column_number': 7, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,24fc9a21e44fb9be0e791700c9639bcf,Uninitialized Value,"  61771.       cntNew[i]++;
",37,,-1,,0
UNINITIALIZED_VALUE,The value read from cntNew[_] was never initialized.,ERROR,61781,9,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61781, 'column_number': 9, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,24fc9a21e44fb9be0e791700c9639bcf,Uninitialized Value,"  61781.     if( cntNew[i]>=b.nCell ){
",38,if,0,,0
UNINITIALIZED_VALUE,The value read from cntNew[_] was never initialized.,ERROR,61783,15,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61783, 'column_number': 15, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,24fc9a21e44fb9be0e791700c9639bcf,Uninitialized Value,"  61783.     }else if( cntNew[i] <= (i>0 ? cntNew[i-1] : 0) ){
",39,if,0,,0
UNINITIALIZED_VALUE,The value read from cntNew[_] was never initialized.,ERROR,61783,29,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61783, 'column_number': 29, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,24fc9a21e44fb9be0e791700c9639bcf,Uninitialized Value,"  61783.     }else if( cntNew[i] <= (i>0 ? cntNew[i-1] : 0) ){
",40,if,0,,0
UNINITIALIZED_VALUE,The value read from cntNew[_] was never initialized.,ERROR,61806,5,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61806, 'column_number': 5, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,24fc9a21e44fb9be0e791700c9639bcf,Uninitialized Value,"  61806.     r = cntNew[i-1] - 1;
",41,,-1,,0
UNINITIALIZED_VALUE,The value read from cntNew[_] was never initialized.,ERROR,61825,9,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61825, 'column_number': 9, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,24fc9a21e44fb9be0e791700c9639bcf,Uninitialized Value,"  61825.     if( cntNew[i-1] <= (i>1 ? cntNew[i-2] : 0) ){
",42,if,0,,0
UNINITIALIZED_VALUE,The value read from cntNew[_] was never initialized.,ERROR,61825,25,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61825, 'column_number': 25, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,24fc9a21e44fb9be0e791700c9639bcf,Uninitialized Value,"  61825.     if( cntNew[i-1] <= (i>1 ? cntNew[i-2] : 0) ){
",43,if,0,,0
UNINITIALIZED_VALUE,The value read from cntNew[_] was never initialized.,ERROR,61976,11,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61976, 'column_number': 11, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,24fc9a21e44fb9be0e791700c9639bcf,Uninitialized Value,"  61976.       if( i==cntNew[iNew] ){
",44,if,0,,0
UNINITIALIZED_VALUE,The value read from cntNew[_] was never initialized.,ERROR,62009,5,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 62009, 'column_number': 5, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,24fc9a21e44fb9be0e791700c9639bcf,Uninitialized Value,"  62009.     j = cntNew[i];
",45,,-1,,0
UNINITIALIZED_VALUE,The value read from cntNew[_] was never initialized.,ERROR,62083,9,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 62083, 'column_number': 9, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,24fc9a21e44fb9be0e791700c9639bcf,Uninitialized Value,"  62083.      || cntOld[iPg-1]>=cntNew[iPg-1]    /* Condition (1) is true */
",46,,-1,,0
UNINITIALIZED_VALUE,The value read from cntNew[_] was never initialized.,ERROR,62099,9,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 62099, 'column_number': 9, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,24fc9a21e44fb9be0e791700c9639bcf,Uninitialized Value,"  62099.         nNewCell = cntNew[0];
",47,,-1,,0
UNINITIALIZED_VALUE,The value read from cntNew[_] was never initialized.,ERROR,62102,9,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 62102, 'column_number': 9, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,24fc9a21e44fb9be0e791700c9639bcf,Uninitialized Value,"  62102.         iNew = cntNew[iPg-1] + !leafData;
",48,,-1,,0
UNINITIALIZED_VALUE,The value read from cntNew[_] was never initialized.,ERROR,62103,9,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 62103, 'column_number': 9, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,24fc9a21e44fb9be0e791700c9639bcf,Uninitialized Value,"  62103.         nNewCell = cntNew[iPg] - iNew;
",49,,-1,,0
UNINITIALIZED_VALUE,The value read from cntOld[_] was never initialized.,ERROR,61743,5,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61743, 'column_number': 5, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,e8537a479dc199bec0bf4300b6ff864a,Uninitialized Value,"  61743.     cntNew[i] = cntOld[i];
",50,,-1,,0
UNINITIALIZED_VALUE,The value read from cntOld[_] was never initialized.,ERROR,62083,9,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 62083, 'column_number': 9, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,e8537a479dc199bec0bf4300b6ff864a,Uninitialized Value,"  62083.      || cntOld[iPg-1]>=cntNew[iPg-1]    /* Condition (1) is true */
",51,,-1,,0
UNINITIALIZED_VALUE,The value read from cntOld[_] was never initialized.,ERROR,62101,16,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 62101, 'column_number': 16, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,e8537a479dc199bec0bf4300b6ff864a,Uninitialized Value,"  62101.         iOld = iPg<nOld ? (cntOld[iPg-1] + !leafData) : b.nCell;
",52,,-1,,0
UNINITIALIZED_VALUE,The value read from szNew[_] was never initialized.,ERROR,61686,7,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61686, 'column_number': 7, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,d9413a9315e8ef2c76e1c8c4da82fda2,Uninitialized Value,"  61686.       u16 sz = (u16)szNew[i];
",53,,-1,,0
UNINITIALIZED_VALUE,The value read from szNew[_] was never initialized.,ERROR,61748,12,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61748, 'column_number': 12, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,d9413a9315e8ef2c76e1c8c4da82fda2,Uninitialized Value,"  61748.     while( szNew[i]>usableSpace ){
",54,while,0,,0
UNINITIALIZED_VALUE,The value read from szNew[_] was never initialized.,ERROR,61756,7,balance_nonroot,61446,sqlite3.c,"[{'level': 0, 'filename': 'sqlite3.c', 'line_number': 61756, 'column_number': 7, 'description': ''}]",sqlite3.c|balance_nonroot|UNINITIALIZED_VALUE,d9413a9315e8ef2c76e1c8c4da82fda2,Uninitialized Value,"  61756.       szNew[i] -= sz;
",55,,-1,,0
